pk,season,type,startDate,endDate,status,teamAwayID,teamHomeID
2021020290,20212022,R,2021-11-25T00:00:00Z,2021-11-25T02:33:43Z,Final,6,7
2021020291,20212022,R,2021-11-25T00:30:00Z,2021-11-25T03:02:20Z,Final,19,17
2021020292,20212022,R,2021-11-25T00:00:00Z,2021-11-25T02:41:11Z,Final,4,13
2021020293,20212022,R,2021-11-25T00:00:00Z,2021-11-25T03:05:27Z,Final,30,1
2021020294,20212022,R,2021-11-25T00:30:00Z,2021-11-25T03:09:05Z,Final,3,2
2021020295,20212022,R,2021-11-25T00:00:00Z,2021-11-25T02:39:37Z,Final,23,5
2021020296,20212022,R,2021-11-25T00:00:00Z,2021-11-25T02:41:56Z,Final,8,15
2021020297,20212022,R,2021-11-25T00:00:00Z,2021-11-25T02:39:32Z,Final,52,29
2021020298,20212022,R,2021-11-25T01:00:00Z,2021-11-25T03:48:39Z,Final,54,18
2021020299,20212022,R,2021-11-25T02:00:00Z,2021-11-25T04:44:30Z,Final,24,21
2021020300,20212022,R,2021-11-25T03:00:00Z,2021-11-25T05:41:12Z,Final,22,53
2021020301,20212022,R,2021-11-25T03:00:00Z,2021-11-25T05:39:53Z,Final,10,26
2021020302,20212022,R,2021-11-25T03:30:00Z,2021-11-25T06:09:42Z,Final,9,28
2021020303,20212022,R,2021-11-25T03:00:00Z,2021-11-25T05:38:20Z,Final,12,55
2021020304,20212022,R,2021-11-26T18:00:00Z,2021-11-26T20:53:15Z,Final,3,6
2021020305,20212022,R,2021-11-27T00:00:00Z,2021-11-27T02:28:23Z,Final,8,7
2021020306,20212022,R,2021-11-27T00:00:00Z,2021-11-27T02:33:17Z,Final,55,14
2021020307,20212022,R,2021-11-27T00:30:00Z,2021-11-27T03:00:42Z,Final,5,2
2021020308,20212022,R,2021-11-26T20:30:00Z,2021-11-26T23:09:15Z,Final,12,4
2021020309,20212022,R,2021-11-26T22:00:00Z,2021-11-27T00:43:50Z,Final,13,15
2021020310,20212022,R,2021-11-27T00:00:00Z,2021-11-27T02:28:26Z,Final,23,29
2021020311,20212022,R,2021-11-26T20:30:00Z,2021-11-26T23:02:36Z,Final,19,16
2021020312,20212022,R,2021-11-26T23:00:00Z,2021-11-27T01:31:57Z,Final,1,18
2021020313,20212022,R,2021-11-27T00:30:00Z,2021-11-27T03:03:16Z,Final,21,25
2021020314,20212022,R,2021-11-26T20:30:00Z,2021-11-26T23:01:13Z,Final,52,30
2021020315,20212022,R,2021-11-26T21:00:00Z,2021-11-26T23:30:05Z,Final,9,24
2021020316,20212022,R,2021-11-27T03:30:00Z,2021-11-27T05:57:27Z,Final,10,28
2021020317,20212022,R,2021-11-28T00:00:00Z,2021-11-28T02:36:08Z,Final,7,17
2021020318,20212022,R,2021-11-27T23:00:00Z,2021-11-28T01:37:47Z,Final,55,13
2021020319,20212022,R,2021-11-28T00:00:00Z,2021-11-28T02:58:26Z,Final,8,5
2021020320,20212022,R,2021-11-28T01:00:00Z,2021-11-28T03:31:56Z,Final,29,19
2021020321,20212022,R,2021-11-28T02:00:00Z,2021-11-28T04:46:45Z,Final,18,21
2021020322,20212022,R,2021-11-28T03:00:00Z,2021-11-28T05:34:37Z,Final,52,20
2021020323,20212022,R,2021-11-28T01:00:00Z,2021-11-28T03:34:26Z,Final,25,53
2021020324,20212022,R,2021-11-28T00:00:00Z,2021-11-28T02:41:46Z,Final,22,54
2021020325,20212022,R,2021-11-28T00:00:00Z,2021-11-28T02:48:10Z,Final,9,26
2021020326,20212022,R,2021-11-29T00:00:00Z,2021-11-29T02:46:29Z,Final,23,6
2021020327,20212022,R,2021-11-29T00:00:00Z,2021-11-29T02:33:56Z,Final,4,1
2021020328,20212022,R,2022-03-17T23:00:00Z,2022-03-18T01:26:18Z,Final,2,3
2021020329,20212022,R,2021-11-28T18:00:00Z,2021-11-28T20:43:53Z,Final,15,12
2021020330,20212022,R,2021-11-29T00:00:00Z,2021-11-29T02:28:03Z,Final,28,16
2021020331,20212022,R,2021-11-28T19:00:00Z,2021-11-28T21:33:13Z,Final,14,30
2021020332,20212022,R,2021-11-29T01:00:00Z,2021-11-29T03:31:32Z,Final,10,24
2021020333,20212022,R,2021-11-30T00:00:00Z,2021-11-30T02:41:03Z,Final,55,7
2021020334,20212022,R,2021-11-30T00:30:00Z,2021-11-30T03:05:20Z,Final,23,8
2021020335,20212022,R,2021-11-30T00:30:00Z,2021-11-30T02:59:57Z,Final,53,52
2021020336,20212022,R,2021-11-30T02:00:00Z,2021-11-30T04:52:37Z,Final,5,20
2021020337,20212022,R,2021-12-01T00:00:00Z,2021-12-01T02:44:09Z,Final,17,6
2021020338,20212022,R,2021-12-01T00:00:00Z,2021-12-01T02:45:42Z,Final,15,13
2021020339,20212022,R,2021-12-01T00:00:00Z,2021-12-01T02:27:43Z,Final,28,1
2021020340,20212022,R,2022-01-19T00:00:00Z,2022-01-19T02:58:10Z,Final,2,4
2021020341,20212022,R,2021-12-01T01:00:00Z,2021-12-01T03:46:26Z,Final,14,19
2021020342,20212022,R,2021-12-01T01:00:00Z,2021-12-01T03:45:08Z,Final,29,18
2021020343,20212022,R,2021-12-01T01:30:00Z,2021-12-01T04:11:56Z,Final,12,25
2021020344,20212022,R,2021-12-01T01:00:00Z,2021-12-01T03:36:31Z,Final,53,30
2021020345,20212022,R,2021-12-01T03:30:00Z,2021-12-01T06:20:35Z,Final,24,26
2021020346,20212022,R,2021-12-02T00:30:00Z,2021-12-02T03:12:27Z,Final,21,10
2021020347,20212022,R,2021-12-02T00:30:00Z,2021-12-02T03:10:52Z,Final,23,9
2021020348,20212022,R,2021-12-02T00:30:00Z,2021-12-02T03:18:08Z,Final,55,17
2021020349,20212022,R,2021-12-02T00:00:00Z,2021-12-02T02:35:54Z,Final,4,3
2021020350,20212022,R,2021-12-02T03:00:00Z,2021-12-02T05:47:51Z,Final,5,22
2021020351,20212022,R,2021-12-02T03:00:00Z,2021-12-02T05:49:06Z,Final,54,24
2021020352,20212022,R,2021-12-03T00:00:00Z,2021-12-03T02:41:22Z,Final,21,8
2021020353,20212022,R,2021-12-03T00:00:00Z,2021-12-03T02:41:28Z,Final,19,14
2021020354,20212022,R,2021-12-03T00:00:00Z,2021-12-03T02:38:01Z,Final,7,13
2021020355,20212022,R,2021-12-03T00:30:00Z,2021-12-03T02:58:15Z,Final,28,2
2021020356,20212022,R,2021-12-03T00:00:00Z,2021-12-03T02:48:44Z,Final,16,15
2021020357,20212022,R,2021-12-03T00:00:00Z,2021-12-03T02:46:42Z,Final,9,12
2021020358,20212022,R,2021-12-03T01:00:00Z,2021-12-03T03:49:29Z,Final,6,18
2021020359,20212022,R,2021-12-03T01:30:00Z,2021-12-03T04:06:22Z,Final,29,25
2021020360,20212022,R,2021-12-03T01:00:00Z,2021-12-03T03:39:14Z,Final,1,30
2021020361,20212022,R,2021-12-03T03:30:00Z,2021-12-03T06:03:13Z,Final,20,26
2021020362,20212022,R,2021-12-04T00:00:00Z,2021-12-04T02:26:09Z,Final,28,3
2021020363,20212022,R,2021-12-04T01:00:00Z,2021-12-04T03:33:37Z,Final,1,52
2021020364,20212022,R,2021-12-04T02:30:00Z,2021-12-04T05:03:09Z,Final,54,53
2021020365,20212022,R,2021-12-04T03:00:00Z,2021-12-04T05:47:26Z,Final,20,24
2021020366,20212022,R,2021-12-04T03:00:00Z,2021-12-04T05:43:56Z,Final,22,55
2021020367,20212022,R,2021-12-05T00:00:00Z,2021-12-05T02:44:29Z,Final,14,6
2021020368,20212022,R,2021-12-05T00:00:00Z,2021-12-05T03:11:02Z,Final,21,9
2021020369,20212022,R,2021-12-05T00:00:00Z,2021-12-05T02:41:23Z,Final,2,17
2021020370,20212022,R,2021-12-04T18:00:00Z,2021-12-04T21:30:11Z,Final,19,13
2021020371,20212022,R,2021-12-05T01:00:00Z,2021-12-05T03:40:18Z,Final,16,3
2021020372,20212022,R,2021-12-05T00:00:00Z,2021-12-05T02:22:45Z,Final,29,15
2021020373,20212022,R,2021-12-05T00:30:00Z,2021-12-05T03:11:51Z,Final,7,12
2021020374,20212022,R,2021-12-05T00:00:00Z,2021-12-05T03:00:20Z,Final,8,18
2021020375,20212022,R,2021-12-05T00:00:00Z,2021-12-05T03:02:32Z,Final,10,30
2021020376,20212022,R,2021-12-05T03:00:00Z,2021-12-05T05:37:59Z,Final,5,23
2021020377,20212022,R,2021-12-06T00:30:00Z,2021-12-06T03:11:22Z,Final,16,2
2021020378,20212022,R,2021-12-05T23:00:00Z,2021-12-06T01:43:17Z,Final,14,4
2021020379,20212022,R,2021-12-05T23:00:00Z,2021-12-06T01:39:57Z,Final,28,29
2021020380,20212022,R,2021-12-06T01:00:00Z,2021-12-06T03:49:38Z,Final,10,52
2021020381,20212022,R,2021-12-06T01:00:00Z,2021-12-06T03:34:22Z,Final,26,22
2021020382,20212022,R,2021-12-06T03:00:00Z,2021-12-06T05:39:56Z,Final,20,54
2021020383,20212022,R,2021-12-07T00:00:00Z,2021-12-07T02:44:21Z,Final,21,4
2021020384,20212022,R,2021-12-07T00:00:00Z,2021-12-07T02:51:46Z,Final,24,15
2021020385,20212022,R,2021-12-07T01:30:00Z,2021-12-07T04:06:23Z,Final,53,25
2021020386,20212022,R,2021-12-07T03:00:00Z,2021-12-07T05:30:52Z,Final,26,23
2021020387,20212022,R,2021-12-07T03:00:00Z,2021-12-07T05:33:47Z,Final,5,55
2021020388,20212022,R,2021-12-08T00:30:00Z,2021-12-08T02:53:10Z,Final,24,7
2021020389,20212022,R,2021-12-08T00:00:00Z,2021-12-08T02:35:57Z,Final,29,10
2021020390,20212022,R,2021-12-08T00:00:00Z,2021-12-08T02:31:14Z,Final,14,8
2021020391,20212022,R,2021-12-08T00:00:00Z,2021-12-08T02:31:56Z,Final,2,9
2021020392,20212022,R,2021-12-08T00:00:00Z,2021-12-08T02:36:46Z,Final,18,17
2021020393,20212022,R,2021-12-08T01:30:00Z,2021-12-08T04:15:53Z,Final,3,16
2021020394,20212022,R,2021-12-08T01:00:00Z,2021-12-08T03:36:58Z,Final,13,19
2021020395,20212022,R,2021-12-08T01:00:00Z,2021-12-08T03:36:19Z,Final,12,52
2021020396,20212022,R,2021-12-08T02:00:00Z,2021-12-08T04:30:04Z,Final,30,22
2021020397,20212022,R,2021-12-08T03:30:00Z,2021-12-08T05:59:56Z,Final,20,28
2021020398,20212022,R,2021-12-09T00:00:00Z,2021-12-09T02:37:05Z,Final,4,1
2021020399,20212022,R,2021-12-09T00:00:00Z,2021-12-09T02:36:12Z,Final,21,3
2021020400,20212022,R,2021-12-09T02:00:00Z,2021-12-09T04:57:42Z,Final,6,23
2021020401,20212022,R,2021-12-09T03:00:00Z,2021-12-09T05:45:14Z,Final,25,54
2021020402,20212022,R,2021-12-10T00:00:00Z,2021-12-10T02:44:58Z,Final,14,10
2021020403,20212022,R,2021-12-10T00:00:00Z,2021-12-10T02:24:12Z,Final,16,8
2021020404,20212022,R,2021-12-10T00:30:00Z,2021-12-10T03:07:38Z,Final,18,2
2021020405,20212022,R,2021-12-10T00:00:00Z,2021-12-10T02:48:32Z,Final,24,29
2021020406,20212022,R,2021-12-10T01:00:00Z,2021-12-10T03:25:33Z,Final,17,19
2021020407,20212022,R,2021-12-10T02:00:00Z,2021-12-10T04:41:32Z,Final,12,20
2021020408,20212022,R,2021-12-10T02:00:00Z,2021-12-10T04:40:43Z,Final,6,22
2021020409,20212022,R,2021-12-10T03:30:00Z,2021-12-10T06:02:03Z,Final,25,26
2021020410,20212022,R,2021-12-10T03:30:00Z,2021-12-10T05:59:46Z,Final,30,28
2021020411,20212022,R,2021-12-10T03:00:00Z,2021-12-10T05:33:56Z,Final,52,55
2021020412,20212022,R,2021-12-11T00:00:00Z,2021-12-11T02:51:56Z,Final,3,7
2021020413,20212022,R,2021-12-11T00:30:00Z,2021-12-11T03:04:56Z,Final,18,1
2021020414,20212022,R,2021-12-11T00:00:00Z,2021-12-11T02:35:24Z,Final,5,15
2021020415,20212022,R,2021-12-11T02:00:00Z,2021-12-11T04:36:46Z,Final,17,21
2021020416,20212022,R,2021-12-11T02:00:00Z,2021-12-11T04:37:26Z,Final,13,53
2021020417,20212022,R,2021-12-11T03:00:00Z,2021-12-11T06:09:53Z,Final,52,23
2021020418,20212022,R,2021-12-11T03:00:00Z,2021-12-11T05:46:17Z,Final,4,54
2021020419,20212022,R,2021-12-12T00:00:00Z,2021-12-12T02:52:27Z,Final,15,7
2021020420,20212022,R,2021-12-12T00:00:00Z,2021-12-12T02:35:57Z,Final,16,10
2021020421,20212022,R,2021-12-11T18:00:00Z,2021-12-11T20:30:05Z,Final,14,9
2021020422,20212022,R,2021-12-12T00:30:00Z,2021-12-12T03:07:23Z,Final,1,2
2021020423,20212022,R,2021-12-12T00:00:00Z,2021-12-12T02:32:42Z,Final,24,5
2021020424,20212022,R,2021-12-12T00:00:00Z,2021-12-12T02:34:54Z,Final,8,19
2021020425,20212022,R,2021-12-12T03:00:00Z,2021-12-12T05:50:29Z,Final,6,20
2021020426,20212022,R,2021-12-12T03:00:00Z,2021-12-12T05:38:45Z,Final,12,22
2021020427,20212022,R,2021-12-12T02:00:00Z,2021-12-12T04:28:50Z,Final,4,53
2021020428,20212022,R,2021-12-12T03:30:00Z,2021-12-12T06:03:39Z,Final,30,26
2021020429,20212022,R,2021-12-12T03:30:00Z,2021-12-12T06:02:39Z,Final,25,28
2021020430,20212022,R,2021-12-12T03:00:00Z,2021-12-12T05:37:25Z,Final,29,55
2021020431,20212022,R,2021-12-13T00:00:00Z,2021-12-13T02:26:31Z,Final,18,3
2021020432,20212022,R,2021-12-13T00:00:00Z,2021-12-13T03:09:36Z,Final,24,19
2021020433,20212022,R,2021-12-13T01:00:00Z,2021-12-13T03:57:16Z,Final,13,21
2021020434,20212022,R,2021-12-13T03:00:00Z,2021-12-13T05:29:02Z,Final,12,23
2021020435,20212022,R,2021-12-13T02:00:00Z,2021-12-13T04:41:12Z,Final,30,54
2021020436,20212022,R,2022-04-19T00:00:00Z,2022-04-19T02:34:36Z,Final,20,16
2021020437,20212022,R,2021-12-15T00:00:00Z,2021-12-15T02:33:13Z,Final,54,6
2021020438,20212022,R,2021-12-15T00:30:00Z,2021-12-15T03:01:32Z,Final,2,17
2021020439,20212022,R,2021-12-15T00:00:00Z,2021-12-15T02:35:26Z,Final,26,14
2021020440,20212022,R,2021-12-15T00:00:00Z,2021-12-15T02:49:36Z,Final,9,13
2021020441,20212022,R,2021-12-15T00:00:00Z,2021-12-15T02:39:04Z,Final,1,4
2021020442,20212022,R,2021-12-15T00:00:00Z,2021-12-15T02:32:48Z,Final,8,5
2021020443,20212022,R,2022-04-20T00:00:00Z,2022-04-20T02:53:01Z,Final,20,18
2021020444,20212022,R,2021-12-15T01:30:00Z,2021-12-15T04:14:53Z,Final,19,25
2021020445,20212022,R,2022-02-13T01:00:00Z,2022-02-13T03:41:35Z,Final,12,30
2021020446,20212022,R,2021-12-15T01:00:00Z,2021-12-15T03:24:17Z,Final,7,52
2021020447,20212022,R,2021-12-15T02:00:00Z,2021-12-15T04:40:31Z,Final,3,21
2021020448,20212022,R,2021-12-15T02:00:00Z,2021-12-15T04:27:10Z,Final,10,22
2021020449,20212022,R,2021-12-15T03:00:00Z,2021-12-15T05:42:36Z,Final,29,23
2021020450,20212022,R,2021-12-15T03:30:00Z,2021-12-15T05:51:27Z,Final,55,28
2021020451,20212022,R,2021-12-16T01:00:00Z,2021-12-16T03:46:33Z,Final,15,16
2021020452,20212022,R,2021-12-16T02:00:00Z,2021-12-16T04:34:25Z,Final,3,53
2021020453,20212022,R,2021-12-16T03:00:00Z,2021-12-16T05:35:03Z,Final,55,24
2021020454,20212022,R,2021-12-17T00:00:00Z,2021-12-17T02:42:52Z,Final,4,8
2021020455,20212022,R,2021-12-17T00:00:00Z,2021-12-17T02:31:28Z,Final,9,14
2021020456,20212022,R,2021-12-17T00:00:00Z,2021-12-17T02:35:36Z,Final,26,13
2021020457,20212022,R,2021-12-17T00:00:00Z,2021-12-17T02:43:57Z,Final,54,1
2021020458,20212022,R,2021-12-17T00:30:00Z,2021-12-17T03:04:36Z,Final,6,2
2021020459,20212022,R,2021-12-17T00:00:00Z,2021-12-17T02:35:18Z,Final,17,12
2021020460,20212022,R,2021-12-17T01:00:00Z,2021-12-17T03:36:24Z,Final,21,18
2021020461,20212022,R,2021-12-17T01:00:00Z,2021-12-17T03:44:53Z,Final,7,30
2021020462,20212022,R,2022-02-11T02:00:00Z,2022-02-11T04:46:07Z,Final,10,20
2021020463,20212022,R,2021-12-17T02:00:00Z,2021-12-17T04:35:03Z,Final,29,22
2021020464,20212022,R,2021-12-17T03:30:00Z,2021-12-17T05:54:56Z,Final,23,28
2021020465,20212022,R,2021-12-18T00:00:00Z,2021-12-18T02:48:58Z,Final,54,3
2021020466,20212022,R,2021-12-18T00:00:00Z,2021-12-18T02:42:25Z,Final,7,5
2021020467,20212022,R,2021-12-18T01:30:00Z,2021-12-18T04:04:37Z,Final,18,16
2021020468,20212022,R,2021-12-18T01:00:00Z,2021-12-18T03:36:08Z,Final,25,19
2021020469,20212022,R,2021-12-18T01:00:00Z,2021-12-18T03:33:42Z,Final,15,52
2021020470,20212022,R,2021-12-18T03:00:00Z,2021-12-18T05:40:35Z,Final,53,24
2021020471,20212022,R,2022-04-24T23:00:00Z,2022-04-25T02:02:05Z,Final,6,8
2021020472,20212022,R,2021-12-19T01:00:00Z,2021-12-19T03:35:28Z,Final,1,17
2021020473,20212022,R,2021-12-19T00:00:00Z,2021-12-19T02:50:54Z,Final,9,4
2021020474,20212022,R,2021-12-19T00:00:00Z,2021-12-19T02:33:21Z,Final,26,12
2021020475,20212022,R,2021-12-19T01:00:00Z,2021-12-19T03:50:12Z,Final,16,25
2021020476,20212022,R,2022-02-19T01:00:00Z,2022-02-19T03:36:30Z,Final,13,30
2021020477,20212022,R,2022-02-11T02:00:00Z,2022-02-11T04:50:29Z,Final,14,21
2021020478,20212022,R,2022-02-16T02:00:00Z,2022-02-16T04:29:01Z,Final,29,20
2021020479,20212022,R,2022-02-13T00:00:00Z,2022-02-13T02:54:13Z,Final,10,23
2021020480,20212022,R,2021-12-19T03:00:00Z,2021-12-19T05:38:43Z,Final,22,55
2021020481,20212022,R,2022-02-20T00:00:00Z,2022-02-20T02:45:14Z,Final,6,9
2021020482,20212022,R,2021-12-20T00:00:00Z,2021-12-20T02:30:40Z,Final,5,1
2021020483,20212022,R,2021-12-19T19:00:00Z,2021-12-19T21:58:01Z,Final,54,2
2021020484,20212022,R,2021-12-20T00:00:00Z,2021-12-20T02:48:05Z,Final,26,15
2021020485,20212022,R,2022-02-19T00:00:00Z,2022-02-19T02:44:25Z,Final,18,12
2021020486,20212022,R,2021-12-19T20:00:00Z,2021-12-19T22:32:56Z,Final,19,52
2021020487,20212022,R,2022-02-09T03:00:00Z,2022-02-09T05:39:27Z,Final,53,23
2021020488,20212022,R,2022-02-15T02:00:00Z,2022-02-15T04:37:57Z,Final,10,55
2021020489,20212022,R,2022-02-11T00:00:00Z,2022-02-11T02:34:13Z,Final,29,7
2021020490,20212022,R,2022-02-24T00:30:00Z,2022-02-24T03:08:05Z,Final,21,17
2021020491,20212022,R,2022-02-20T19:00:00Z,2022-02-20T21:36:57Z,Final,8,2
2021020492,20212022,R,2021-12-21T01:30:00Z,2021-12-21T04:08:05Z,Final,30,25
2021020493,20212022,R,2022-02-18T02:00:00Z,2022-02-18T04:39:26Z,Final,24,22
2021020494,20212022,R,2022-02-11T00:00:00Z,2022-02-11T02:54:02Z,Final,12,6
2021020495,20212022,R,2022-02-16T00:00:00Z,2022-02-16T02:36:37Z,Final,19,9
2021020496,20212022,R,2022-02-18T00:00:00Z,2022-02-18T02:44:27Z,Final,15,4
2021020497,20212022,R,2022-02-25T00:00:00Z,2022-02-25T02:40:38Z,Final,1,5
2021020498,20212022,R,2022-02-20T20:00:00Z,2022-02-20T22:42:10Z,Final,13,16
2021020499,20212022,R,2022-02-13T00:00:00Z,2022-02-13T02:45:56Z,Final,52,18
2021020500,20212022,R,2022-02-17T02:30:00Z,2022-02-17T05:07:14Z,Final,24,20
2021020501,20212022,R,2021-12-22T03:00:00Z,2021-12-22T05:47:07Z,Final,14,54
2021020502,20212022,R,2022-02-18T03:30:00Z,2022-02-18T06:10:04Z,Final,23,28
2021020503,20212022,R,2022-02-10T03:00:00Z,2022-02-10T05:35:16Z,Final,53,55
2021020504,20212022,R,2022-02-19T18:00:00Z,2022-02-19T20:30:48Z,Final,21,7
2021020505,20212022,R,2022-04-27T23:30:00Z,2022-04-28T02:10:14Z,Final,8,3
2021020506,20212022,R,2022-02-12T01:30:00Z,2022-02-12T04:16:33Z,Final,52,25
2021020507,20212022,R,2022-02-16T03:30:00Z,2022-02-16T06:20:06Z,Final,22,26
2021020508,20212022,R,2022-02-21T18:00:00Z,2022-02-21T20:40:23Z,Final,21,6
2021020509,20212022,R,2022-02-20T00:00:00Z,2022-02-20T02:55:52Z,Final,19,10
2021020510,20212022,R,2022-02-09T00:00:00Z,2022-02-09T02:37:23Z,Final,12,9
2021020511,20212022,R,2022-02-23T00:00:00Z,2022-02-23T02:46:33Z,Final,18,13
2021020512,20212022,R,2022-04-07T23:00:00Z,2022-04-08T01:32:12Z,Final,8,1
2021020513,20212022,R,2022-04-28T23:00:00Z,2022-04-29T01:35:00Z,Final,15,2
2021020514,20212022,R,2022-02-16T00:00:00Z,2022-02-16T02:46:45Z,Final,4,5
2021020515,20212022,R,2022-02-20T23:00:00Z,2022-02-21T01:47:38Z,Final,7,29
2021020516,20212022,R,2022-02-19T01:30:00Z,2022-02-19T04:03:27Z,Final,25,16
2021020517,20212022,R,2022-02-15T01:00:00Z,2022-02-15T03:56:20Z,Final,17,30
2021020518,20212022,R,2022-02-20T03:00:00Z,2022-02-20T05:35:27Z,Final,55,20
2021020519,20212022,R,2022-02-12T02:30:00Z,2022-02-12T04:54:43Z,Final,14,53
2021020520,20212022,R,2022-02-20T03:00:00Z,2022-02-20T05:34:21Z,Final,24,23
2021020521,20212022,R,2022-02-19T03:00:00Z,2022-02-19T05:42:46Z,Final,26,54
2021020522,20212022,R,2022-02-15T03:30:00Z,2022-02-15T05:57:01Z,Final,22,28
2021020523,20212022,R,2022-02-09T00:00:00Z,2022-02-09T02:45:24Z,Final,5,6
2021020524,20212022,R,2022-02-16T00:00:00Z,2022-02-16T02:33:58Z,Final,2,7
2021020525,20212022,R,2022-02-18T00:00:00Z,2022-02-18T02:54:09Z,Final,17,3
2021020526,20212022,R,2022-02-13T17:30:00Z,2022-02-13T20:09:42Z,Final,9,15
2021020527,20212022,R,2022-02-17T00:30:00Z,2022-02-17T03:30:08Z,Final,13,12
2021020528,20212022,R,2022-02-23T00:00:00Z,2022-02-23T02:40:23Z,Final,10,29
2021020529,20212022,R,2022-02-11T01:00:00Z,2022-02-11T03:42:39Z,Final,1,19
2021020530,20212022,R,2022-02-10T01:00:00Z,2022-02-10T03:56:08Z,Final,18,25
2021020531,20212022,R,2022-02-09T01:00:00Z,2022-02-09T03:32:41Z,Final,30,52
2021020532,20212022,R,2022-03-08T02:30:00Z,2022-03-08T05:10:55Z,Final,22,20
2021020533,20212022,R,2022-02-20T02:00:00Z,2022-02-20T04:25:40Z,Final,26,53
2021020534,20212022,R,2022-02-22T03:00:00Z,2022-02-22T05:39:18Z,Final,55,23
2021020535,20212022,R,2022-02-17T03:00:00Z,2022-02-17T05:50:42Z,Final,21,54
2021020536,20212022,R,2022-02-23T03:00:00Z,2022-02-23T05:53:20Z,Final,28,24
2021020537,20212022,R,2021-12-29T00:00:00Z,2021-12-29T02:46:33Z,Final,8,14
2021020538,20212022,R,2022-02-18T01:30:00Z,2022-02-18T04:05:12Z,Final,29,16
2021020539,20212022,R,2021-12-29T03:30:00Z,2021-12-29T06:06:10Z,Final,54,26
2021020540,20212022,R,2021-12-29T03:30:00Z,2021-12-29T06:16:01Z,Final,53,28
2021020541,20212022,R,2021-12-30T00:00:00Z,2021-12-30T02:23:30Z,Final,1,7
2021020542,20212022,R,2022-02-18T00:00:00Z,2022-02-18T02:45:12Z,Final,5,10
2021020543,20212022,R,2022-02-12T17:30:00Z,2022-02-12T20:08:52Z,Final,6,9
2021020544,20212022,R,2021-12-30T00:00:00Z,2021-12-30T02:43:45Z,Final,3,13
2021020545,20212022,R,2022-03-24T23:30:00Z,2022-03-25T01:57:35Z,Final,17,2
2021020546,20212022,R,2021-12-30T00:00:00Z,2021-12-30T02:50:37Z,Final,18,15
2021020547,20212022,R,2021-12-30T01:30:00Z,2021-12-30T03:59:17Z,Final,22,19
2021020548,20212022,R,2022-02-15T02:00:00Z,2022-02-15T04:22:26Z,Final,16,52
2021020549,20212022,R,2022-02-16T02:00:00Z,2022-02-16T04:48:20Z,Final,25,21
2021020550,20212022,R,2021-12-30T03:30:00Z,2021-12-30T06:06:56Z,Final,23,24
2021020551,20212022,R,2021-12-30T03:00:00Z,2021-12-30T05:40:08Z,Final,4,55
2021020552,20212022,R,2021-12-31T00:00:00Z,2021-12-31T02:47:03Z,Final,14,13
2021020553,20212022,R,2021-12-31T00:30:00Z,2021-12-31T02:58:09Z,Final,7,2
2021020554,20212022,R,2021-12-31T00:00:00Z,2021-12-31T02:34:54Z,Final,8,12
2021020555,20212022,R,2021-12-31T00:00:00Z,2021-12-31T02:56:47Z,Final,18,29
2021020556,20212022,R,2021-12-31T03:30:00Z,2021-12-31T06:14:34Z,Final,23,26
2021020557,20212022,R,2021-12-31T03:30:00Z,2021-12-31T06:12:19Z,Final,4,28
2021020558,20212022,R,2021-12-31T03:00:00Z,2021-12-31T05:42:28Z,Final,20,55
2021020559,20212022,R,2022-02-11T00:00:00Z,2022-02-11T02:27:29Z,Final,5,9
2021020560,20212022,R,2022-01-01T00:30:00Z,2022-01-01T03:01:28Z,Final,15,17
2021020561,20212022,R,2022-01-01T00:00:00Z,2022-01-01T02:52:41Z,Final,3,14
2021020562,20212022,R,2021-12-31T18:00:00Z,2021-12-31T20:50:34Z,Final,22,1
2021020563,20212022,R,2022-02-13T19:00:00Z,2022-02-13T21:29:25Z,Final,21,25
2021020564,20212022,R,2022-02-21T21:00:00Z,2022-02-21T23:29:55Z,Final,52,20
2021020565,20212022,R,2021-12-31T20:00:00Z,2021-12-31T22:41:28Z,Final,24,54
2021020566,20212022,R,2022-01-01T18:00:00Z,2022-01-01T20:59:17Z,Final,7,6
2021020567,20212022,R,2022-01-02T00:00:00Z,2022-01-02T02:59:42Z,Final,9,10
2021020568,20212022,R,2022-01-01T18:00:00Z,2022-01-01T20:35:47Z,Final,8,13
2021020569,20212022,R,2022-01-01T19:00:00Z,2022-01-01T21:35:50Z,Final,22,2
2021020570,20212022,R,2022-01-01T18:00:00Z,2022-01-01T20:41:13Z,Final,12,29
2021020571,20212022,R,2022-01-01T19:00:00Z,2022-01-01T21:36:08Z,Final,16,18
2021020572,20212022,R,2022-01-02T00:00:00Z,2022-01-02T03:37:08Z,Final,19,30
2021020573,20212022,R,2022-01-02T03:30:00Z,2022-01-02T06:18:48Z,Final,4,26
2021020574,20212022,R,2022-01-02T03:00:00Z,2022-01-02T05:44:48Z,Final,23,55
2021020575,20212022,R,2022-01-02T18:00:00Z,2022-01-02T20:38:17Z,Final,6,17
2021020576,20212022,R,2022-01-02T17:30:00Z,2022-01-02T20:08:33Z,Final,14,3
2021020577,20212022,R,2022-01-02T18:00:00Z,2022-01-02T20:37:26Z,Final,28,5
2021020578,20212022,R,2022-01-02T20:00:00Z,2022-01-02T22:44:47Z,Final,1,15
2021020579,20212022,R,2022-01-03T00:00:00Z,2022-01-03T02:29:42Z,Final,20,16
2021020580,20212022,R,2022-01-02T20:00:00Z,2022-01-02T22:35:51Z,Final,24,21
